Season,Week,Contestant,Result,Est_Fan_Vote,Certainty_Std,Sample_Size,Mode
7,2,Cloris Leachman,Safe,0.02270908690424974,0.012809269623315517,75,Hard
7,2,Cody Linley,Safe,0.03985235964262966,0.028137128703339044,75,Hard
7,2,Kim Kardashian,Eliminated,0.000349240208804046,0.000976466480447973,75,Hard
7,2,Lance Bass,Safe,0.022360879637212863,0.024221886331590593,75,Hard
7,2,Maurice Greene,Safe,0.009403839527154536,0.011081604766316769,75,Hard
7,2,Misty May-Treanor,Eliminated,0.04133926358275209,0.030419854828795546,75,Hard
7,2,Rocco DiSpirito,Safe,0.017791198525500686,0.0169600503981383,75,Hard
7,2,Susan Lucci,Safe,0.044854222794676234,0.03449467592009783,75,Hard
7,2,Toni Braxton,Safe,0.16945399170974554,0.060447080078809536,75,Hard
7,2,Warren Sapp,Safe,0.30832598606165607,0.06770869519495634,75,Hard
7,4,Brooke Burke,Safe,0.4157072278543917,0.07670223866710012,49203,Hard
7,4,Cloris Leachman,Safe,0.01604355616234314,0.01964217646381617,49203,Hard
7,4,Cody Linley,Safe,0.03635173951646664,0.02944249614135001,49203,Hard
7,4,Lance Bass,Safe,0.41553933067603205,0.07691614797997001,49203,Hard
7,4,Maurice Greene,Safe,0.003115901958716301,0.008661929095138325,49203,Hard
7,4,Rocco DiSpirito,Eliminated,0.00021627434079658962,0.0010845032580029971,49203,Hard
7,4,Susan Lucci,Safe,0.08111129490352444,0.042417290089855814,49203,Hard
7,4,Toni Braxton,Safe,0.01602798789848238,0.019707347478793137,49203,Hard
7,4,Warren Sapp,Safe,0.015886686689240863,0.019639234283290414,49203,Hard
7,5,Brooke Burke,Safe,0.505279324783002,0.07304376981467116,385,Hard
7,5,Cloris Leachman,Safe,0.018092344378571063,0.016199555594095673,385,Hard
7,5,Cody Linley,Safe,0.2689702514037211,0.06796196304218455,385,Hard
7,5,Lance Bass,Safe,0.018957920367165013,0.01559588900774314,385,Hard
7,5,Maurice Greene,Safe,0.1435411488375137,0.05325065408000701,385,Hard
7,5,Susan Lucci,Safe,0.008617636205972473,0.01506088251988119,385,Hard
7,5,Toni Braxton,Eliminated,0.0003897119109783667,0.0009688123614231422,385,Hard
7,5,Warren Sapp,Safe,0.03615166211307554,0.025701568168691957,385,Hard
7,6,Brooke Burke,Safe,0.26650961772437404,0.09556551560313177,49808,Hard
7,6,Cloris Leachman,Eliminated,0.0004269936521412118,0.0029418288811705155,49808,Hard
7,6,Cody Linley,Safe,0.052599014393100656,0.04799224517251528,49808,Hard
7,6,Lance Bass,Safe,0.4543904086714259,0.10773792827404331,49808,Hard
7,6,Maurice Greene,Safe,0.017881785796718504,0.028569279869281074,49808,Hard
7,6,Susan Lucci,Safe,0.052847265145616724,0.04874979129505583,49808,Hard
7,6,Warren Sapp,Safe,0.15534491461661973,0.07859334888305969,49808,Hard
7,7,Brooke Burke,Safe,0.903447816874733,0.037240379003895596,2297,Soft
7,7,Cody Linley,Safe,0.025586879591570546,0.018361897235624352,2297,Soft
7,7,Lance Bass,Safe,0.028536661165094186,0.02269107028055712,2297,Soft
7,7,Maurice Greene,Safe,0.027965876619933962,0.021876890322860398,2297,Soft
7,7,Susan Lucci,Eliminated,0.004481411222495338,0.004950389358383537,2297,Soft
7,7,Warren Sapp,Safe,0.009981354526173991,0.01844691215089057,2297,Soft
7,8,Brooke Burke,Safe,0.6404453775184138,0.09740474359513443,24575,Hard
7,8,Cody Linley,Safe,0.010059491303379603,0.019233002828192125,24575,Hard
7,8,Lance Bass,Safe,0.02191422431401692,0.0291492619350304,24575,Hard
7,8,Maurice Greene,Eliminated,0.0006139441893933867,0.0023251285607247653,24575,Hard
7,8,Warren Sapp,Safe,0.32696696267479597,0.09497654700988777,24575,Hard
7,9,Brooke Burke,Safe,0.019346760885981758,0.025324380081791525,46706,Hard
7,9,Cody Linley,Eliminated,0.0018307899966375951,0.004153071221598696,46706,Hard
7,9,Lance Bass,Safe,0.9594508081132221,0.03611154292402916,46706,Hard
7,9,Warren Sapp,Safe,0.019371641004171086,0.025287380839432064,46706,Hard
8,2,Belinda Carlisle,Eliminated,0.0003934022021392309,0.0008991829430461019,546,Soft
8,2,Chuck Wicks,Safe,0.011286569967282261,0.012018890696884528,546,Soft
8,2,David Alan Grier,Safe,0.01188394586305375,0.010379279920669076,546,Soft
8,2,Denise Richards,Safe,0.0171157476965787,0.014261985402765777,546,Soft
8,2,Gilles Marini,Safe,0.49131321712292175,0.05502522076387301,546,Soft
8,2,Holly Madison,Safe,0.005572675592692366,0.008414452817926686,546,Soft
8,2,Lawrence Taylor,Safe,0.010849105241960718,0.011902397303198137,546,Soft
8,2,Lil' Kim,Safe,0.0540677256302468,0.02493787523435523,546,Soft
8,2,Melissa Rycroft,Safe,0.2830045381617117,0.051165507476470536,546,Soft
8,2,Shawn Johnson,Safe,0.09215083801913977,0.033752611963854186,546,Soft
8,2,Steve Wozniak,Safe,0.010885443454799833,0.008031967927106682,546,Soft
8,2,Steve-O,Safe,0.0017265810284213569,0.005722738740975409,546,Soft
8,2,Ty Murray,Safe,0.00975021001905127,0.010446896382737334,546,Soft
8,3,Chuck Wicks,Safe,0.04946081836548798,0.033443636618257486,5553,Soft
8,3,David Alan Grier,Safe,0.07363787440068001,0.041527654336918615,5553,Soft
8,3,Denise Richards,Eliminated,0.0005531157027404518,0.0013608891628855882,5553,Soft
8,3,Gilles Marini,Safe,0.22667271835772104,0.06489310188923283,5553,Soft
8,3,Holly Madison,Safe,0.005508251908951542,0.011447090255552338,5553,Soft
8,3,Lawrence Taylor,Safe,0.01612642038059852,0.019791550584456707,5553,Soft
8,3,Lil' Kim,Safe,0.10550820833647669,0.04781532666673519,5553,Soft
8,3,Melissa Rycroft,Safe,0.22840027570683516,0.06588530703987686,5553,Soft
8,3,Shawn Johnson,Safe,0.2256494458199618,0.06471905340542938,5553,Soft
8,3,Steve Wozniak,Safe,0.001492740624856699,0.007696012155054677,5553,Soft
8,3,Steve-O,Safe,0.016563443028776482,0.01569549944115344,5553,Soft
8,3,Ty Murray,Safe,0.05042668736691263,0.0347891280424802,5553,Soft
8,4,Chuck Wicks,Safe,0.023052722266141284,0.022515854458944613,49371,Hard
8,4,David Alan Grier,Safe,0.023009865218573258,0.022466196747081238,49371,Hard
8,4,Gilles Marini,Safe,0.394401773722678,0.07305886880458164,49371,Hard
8,4,Holly Madison,Eliminated,0.0026782219470649613,0.007707561660025304,49371,Hard
8,4,Lawrence Taylor,Safe,0.007897502012255898,0.01311278207412716,49371,Hard
8,4,Lil' Kim,Safe,0.1363537777436602,0.05151264675298777,49371,Hard
8,4,Melissa Rycroft,Safe,0.27638230335412994,0.06742218759660223,49371,Hard
8,4,Shawn Johnson,Safe,0.0668947267263354,0.03753319772842308,49371,Hard
8,4,Steve Wozniak,Eliminated,0.00031392003576222627,0.001602583030128826,49371,Hard
8,4,Steve-O,Safe,0.0019833646877036957,0.006833060081454853,49371,Hard
8,4,Ty Murray,Safe,0.067031822285694,0.03749305754273063,49371,Hard
8,5,Chuck Wicks,Safe,0.01578603072702368,0.016082264971063014,602,Soft
8,5,David Alan Grier,Eliminated,0.0016020578436386054,0.0023457990766698996,602,Soft
8,5,Gilles Marini,Safe,0.6654873839041741,0.06222660672928074,602,Soft
8,5,Lawrence Taylor,Safe,0.021998905559128513,0.015910087679740625,602,Soft
8,5,Lil' Kim,Safe,0.10689641367709646,0.041272695810030735,602,Soft
8,5,Melissa Rycroft,Safe,0.05794707153229629,0.03379563895479952,602,Soft
8,5,Shawn Johnson,Safe,0.10686944515933079,0.04437198942738515,602,Soft
8,5,Steve-O,Safe,0.005058744465468975,0.012452483189006412,602,Soft
8,5,Ty Murray,Safe,0.018353947131842387,0.015502350296318903,602,Soft
8,6,Chuck Wicks,Safe,0.034479345595865844,0.03544143116012586,48725,Hard
8,6,Gilles Marini,Safe,0.1497243207756247,0.06908679156175991,48725,Hard
8,6,Lawrence Taylor,Safe,0.020998416433153956,0.027717574438992268,48725,Hard
8,6,Lil' Kim,Safe,0.39856715535632425,0.09441266627682898,48725,Hard
8,6,Melissa Rycroft,Safe,0.2437471505182062,0.08252397873687888,48725,Hard
8,6,Shawn Johnson,Safe,0.14920016420341878,0.06865491056377258,48725,Hard
8,6,Steve-O,Eliminated,0.0002942330491971278,0.0014128869435670658,48725,Hard
8,6,Ty Murray,Safe,0.0029892140682137793,0.010363867319299737,48725,Hard
8,7,Chuck Wicks,Safe,0.10320793196554874,0.064033492162712,49424,Hard
8,7,Gilles Marini,Safe,0.1027400468272961,0.06396223578680076,49424,Hard
8,7,Lawrence Taylor,Eliminated,0.000320296792745054,0.0019236265400289297,49424,Hard
8,7,Lil' Kim,Safe,0.0467550378918083,0.04453517736830193,49424,Hard
8,7,Melissa Rycroft,Safe,0.5082274220283611,0.1053254801273247,49424,Hard
8,7,Shawn Johnson,Safe,0.22933178100250734,0.08900931255464918,49424,Hard
8,7,Ty Murray,Safe,0.009417483491731372,0.02053125710617591,49424,Hard
8,8,Chuck Wicks,Eliminated,0.0046505350934325715,0.006495342184648773,466,Hard
8,8,Gilles Marini,Safe,0.2933830038406228,0.09314810865039803,466,Hard
8,8,Lil' Kim,Safe,0.5571794970507665,0.09693980180018304,466,Hard
8,8,Melissa Rycroft,Safe,0.04456353378767444,0.028587935400070864,466,Hard
8,8,Shawn Johnson,Safe,0.04906616164328746,0.04197230474321973,466,Hard
8,8,Ty Murray,Safe,0.05115726858421617,0.04769743884006293,466,Hard
8,9,Gilles Marini,Safe,0.2500404301493395,0.1134456776645287,676,Hard
8,9,Lil' Kim,Eliminated,0.011748578979679392,0.016139525685339,676,Hard
8,9,Melissa Rycroft,Safe,0.41129650193141265,0.1245672727731572,676,Hard
8,9,Shawn Johnson,Safe,0.25206809586646345,0.1148799374821256,676,Hard
8,9,Ty Murray,Safe,0.07484639307310467,0.04616748173101493,676,Hard
8,10,Gilles Marini,Safe,0.794698195811399,0.10365984517218652,49515,Hard
8,10,Melissa Rycroft,Safe,0.07895431119259405,0.06898499184063907,49515,Hard
8,10,Shawn Johnson,Safe,0.12441331142851805,0.08447240186443708,49515,Hard
8,10,Ty Murray,Eliminated,0.0019341815674906607,0.007982571309243132,49515,Hard
9,1,Aaron Carter,Safe,0.17469145038321846,0.04367243591816392,39685,Hard
9,1,Ashley Hamiliton,Eliminated,0.0008375623346420895,0.0034185158180083304,39685,Hard
9,1,Chuck Liddell,Safe,0.0035875110878025684,0.006821795122701978,39685,Hard
9,1,Debi Mazar,Safe,0.003596280772706113,0.006864426160336973,39685,Hard
9,1,Donny Osmond,Safe,0.0805688426557938,0.031145014046606082,39685,Hard
9,1,Joanna Krupa,Safe,0.38028151102433616,0.05612905836927899,39685,Hard
9,1,Kathy Ireland,Safe,0.001699578848208648,0.004758367411971196,39685,Hard
9,1,Kelly Osbourne,Safe,0.11903209125082435,0.037419329480349525,39685,Hard
9,1,Louie Vito,Safe,0.025167579740303373,0.01803548276013341,39685,Hard
9,1,Macy Gray,Eliminated,0.0008464971186041811,0.0034841115153176425,39685,Hard
9,1,Mark Dacascos,Safe,0.054612560740928,0.026048061905445036,39685,Hard
9,1,Melissa Joan Hart,Safe,0.007912854586186343,0.010350443931320211,39685,Hard
9,1,Michael Irvin,Safe,0.00139984774126625,0.004197564896421193,39685,Hard
9,1,Mya,Safe,0.11886702394389242,0.037165119402182145,39685,Hard
9,1,Natalie Coughlin,Safe,0.02519924344088873,0.018028996828132245,39685,Hard
9,1,Tom DeLay,Safe,0.0016995643303983738,0.00470378061577841,39685,Hard
9,2,Aaron Carter,Safe,0.4248831250201611,0.04309576812265037,24787,Hard
9,2,Chuck Liddell,Safe,0.001983125204670991,0.0038589674993982194,24787,Hard
9,2,Debi Mazar,Safe,0.0074921565437655315,0.00745139586608971,24787,Hard
9,2,Donny Osmond,Safe,0.1110398940033963,0.027108458140596717,24787,Hard
9,2,Joanna Krupa,Safe,0.0038289247005673936,0.005328770517285611,24787,Hard
9,2,Kathy Ireland,Eliminated,0.00011034021375854775,0.0003627815141457139,24787,Hard
9,2,Kelly Osbourne,Safe,0.0019871728124910507,0.0038934000033069996,24787,Hard
9,2,Louie Vito,Safe,0.0019892473606157694,0.0038954814397350675,24787,Hard
9,2,Mark Dacascos,Safe,0.007511917858425207,0.007402211190205085,24787,Hard
9,2,Melissa Joan Hart,Safe,0.0019503638764838435,0.0037856864721226907,24787,Hard
9,2,Michael Irvin,Safe,0.0037722331393593897,0.005222960730799209,24787,Hard
9,2,Mya,Safe,0.4241012747381637,0.04307712271571038,24787,Hard
9,2,Natalie Coughlin,Safe,0.00755519134432575,0.007539121473216284,24787,Hard
9,2,Tom DeLay,Safe,0.001795033183813464,0.003539148749417441,24787,Hard
9,3,Aaron Carter,Safe,0.020772686886622118,0.014756541533395092,1633,Hard
9,3,Chuck Liddell,Safe,0.002605979952043516,0.005422257721478869,1633,Hard
9,3,Debi Mazar,Eliminated,0.002272549017930067,0.004874354229332188,1633,Hard
9,3,Donny Osmond,Safe,0.021239160243070942,0.015604735681969689,1633,Hard
9,3,Joanna Krupa,Safe,0.062274432988522484,0.025966344920400744,1633,Hard
9,3,Kelly Osbourne,Safe,0.01257016910717293,0.012039660291629149,1633,Hard
9,3,Louie Vito,Safe,0.01229570188990528,0.011461862463073276,1633,Hard
9,3,Mark Dacascos,Safe,0.003992391577113897,0.006494440304660383,1633,Hard
9,3,Melissa Joan Hart,Safe,0.0069739954843327165,0.008670406606813058,1633,Hard
9,3,Michael Irvin,Safe,0.010886346020144913,0.008145195685353317,1633,Hard
9,3,Mya,Safe,0.5333364987598487,0.054113093460884,1633,Hard
9,3,Natalie Coughlin,Safe,0.31047023696630766,0.050910993695048146,1633,Hard
9,3,Tom DeLay,Eliminated,0.0003098511069852091,0.0017296157358974013,1633,Hard
9,4,Aaron Carter,Safe,0.003131320724920627,0.006877997839877328,249,Hard
9,4,Chuck Liddell,Eliminated,0.000152540987726284,0.00045490373832795345,249,Hard
9,4,Donny Osmond,Safe,0.051958334719825486,0.030572279538698007,249,Hard
9,4,Joanna Krupa,Safe,0.13888326818502614,0.04960811751351884,249,Hard
9,4,Kelly Osbourne,Safe,0.0352303679680878,0.02648863916839824,249,Hard
9,4,Louie Vito,Safe,0.015521379582058575,0.01276321895450418,249,Hard
9,4,Mark Dacascos,Safe,0.022436024071441428,0.022834456456663006,249,Hard
9,4,Melissa Joan Hart,Safe,0.3351380592929269,0.06852189676659776,249,Hard
9,4,Michael Irvin,Safe,0.014863708275032849,0.01543047438893378,249,Hard
9,4,Mya,Safe,0.32681317296118134,0.0618073082186915,249,Hard
9,4,Natalie Coughlin,Safe,0.05587182323177255,0.030280771587647345,249,Hard
9,5,Aaron Carter,Safe,0.01007264541784391,0.011189955042086202,1387,Hard
9,5,Donny Osmond,Safe,0.7509440493344438,0.048479538286680286,1387,Hard
9,5,Joanna Krupa,Safe,0.010747583861595685,0.012014346352242352,1387,Hard
9,5,Kelly Osbourne,Safe,0.010669156075571331,0.01177930041232903,1387,Hard
9,5,Louie Vito,Safe,0.0030749414958853804,0.005593364537926668,1387,Hard
9,5,Mark Dacascos,Safe,0.05957915854582753,0.026191338566518,1387,Hard
9,5,Melissa Joan Hart,Safe,0.00455087420777939,0.007746111545480378,1387,Hard
9,5,Michael Irvin,Safe,0.011342447260423917,0.007980922983942734,1387,Hard
9,5,Mya,Safe,0.1388735611633107,0.03843186885671698,1387,Hard
9,5,Natalie Coughlin,Eliminated,0.00014558263731738808,0.0004634523823140598,1387,Hard
9,6,Aaron Carter,Safe,0.14714963133399184,0.05490757756322185,2718,Hard
9,6,Donny Osmond,Safe,0.06307711387479077,0.0388363661409745,2718,Hard
9,6,Joanna Krupa,Safe,0.5108526371418758,0.07906276625140234,2718,Hard
9,6,Kelly Osbourne,Safe,0.005602925080055513,0.01243454396285766,2718,Hard
9,6,Louie Vito,Eliminated,0.002838738892994039,0.008129030306338395,2718,Hard
9,6,Mark Dacascos,Safe,0.09816308765149699,0.047229239293473085,2718,Hard
9,6,Melissa Joan Hart,Eliminated,0.002982359399373254,0.008986774117855026,2718,Hard
9,6,Michael Irvin,Safe,0.022480689982427745,0.017388845511954985,2718,Hard
9,6,Mya,Safe,0.14685281664299515,0.0578198448347262,2718,Hard
9,7,Aaron Carter,Safe,0.19164798019987997,0.07964487215014243,49912,Hard
9,7,Donny Osmond,Safe,0.11321766960383031,0.06401592806853813,49912,Hard
9,7,Joanna Krupa,Safe,0.5496330811769758,0.10026305553835435,49912,Hard
9,7,Kelly Osbourne,Safe,0.11318907507195812,0.0638005885139146,49912,Hard
9,7,Mark Dacascos,Eliminated,0.0008992513463679478,0.006093281610426916,49912,Hard
9,7,Michael Irvin,Eliminated,0.008155596575584168,0.018246811620962283,49912,Hard
9,7,Mya,Safe,0.02325734602540281,0.030502263000456314,49912,Hard
9,8,Aaron Carter,Eliminated,0.000663002778178113,0.0014397544891914724,24001,Hard
9,8,Donny Osmond,Safe,0.007591533258327811,0.011235669495108834,24001,Hard
9,8,Joanna Krupa,Safe,0.015479434119629555,0.017114459072101906,24001,Hard
9,8,Kelly Osbourne,Safe,0.008777547986342133,0.012913792147392076,24001,Hard
9,8,Mya,Safe,0.9674884818575215,0.024532199533140172,24001,Hard
9,9,Donny Osmond,Safe,0.07518832620464598,0.03713512069559146,116,Hard
9,9,Joanna Krupa,Eliminated,0.01822225911997972,0.014888626289361058,116,Hard
9,9,Kelly Osbourne,Safe,0.05920206923279347,0.039619313892739365,116,Hard
9,9,Mya,Safe,0.8473873454425808,0.06887538024231456,116,Hard
10,2,Aiden Turner,Safe,0.0749037898902801,0.061476045277380244,867,Hard
10,2,Buzz Aldrin,Safe,0.0975052916528005,0.052291661706853176,867,Hard
10,2,Chad Ochocinco,Safe,0.0836483585293774,0.05837614971259234,867,Hard
10,2,Erin Andrews,Safe,0.10383887746879385,0.07678009239919656,867,Hard
10,2,Evan Lysacek,Safe,0.1131908281353538,0.08098345240831685,867,Hard
10,2,Jake Pavelka,Safe,0.0767059680851118,0.0652219309895608,867,Hard
10,2,Kate Gosselin,Safe,0.08393320672520453,0.05227684953424908,867,Hard
10,2,Nicole Scherzinger,Safe,0.1824108454619784,0.09850559069634993,867,Hard
10,2,Niecy Nash,Safe,0.08369805747905375,0.06945665193735885,867,Hard
10,2,Pamela Anderson,Safe,0.09234849121483343,0.07148527245711074,867,Hard
10,2,Shannen Doherty,Eliminated,0.00781628535721234,0.007156215855716249,867,Hard
10,3,Aiden Turner,Safe,0.021841430844119804,0.023098531886017182,49373,Hard
10,3,Buzz Aldrin,Eliminated,0.00015943311222617977,0.0009554267376578488,49373,Hard
10,3,Chad Ochocinco,Safe,0.022031225362275145,0.023369199241881935,49373,Hard
10,3,Erin Andrews,Safe,0.11535365831630547,0.05069737106544505,49373,Hard
10,3,Evan Lysacek,Safe,0.6097374600760269,0.07730296424246537,49373,Hard
10,3,Jake Pavelka,Safe,0.03792766239416967,0.030243686730636044,49373,Hard
10,3,Kate Gosselin,Safe,0.001376696952440446,0.005870030772492772,49373,Hard
10,3,Nicole Scherzinger,Safe,0.1152803822473649,0.050479638406157316,49373,Hard
10,3,Niecy Nash,Safe,0.03815694345644071,0.03023481755590125,49373,Hard
10,3,Pamela Anderson,Safe,0.03813510723863058,0.03032568352371582,49373,Hard
10,4,Aiden Turner,Eliminated,0.00040394355325399213,0.0011877627906336633,4950,Hard
10,4,Chad Ochocinco,Safe,0.04948286557736836,0.03224359345045512,4950,Hard
10,4,Erin Andrews,Safe,0.011605623479350157,0.015642137727483,4950,Hard
10,4,Evan Lysacek,Safe,0.5088146315783676,0.07297015360850861,4950,Hard
10,4,Jake Pavelka,Safe,0.008996448838775262,0.013910308925621654,4950,Hard
10,4,Kate Gosselin,Safe,0.013523901456590347,0.013366651018088406,4950,Hard
10,4,Nicole Scherzinger,Safe,0.28342558389475064,0.06644456160025179,4950,Hard
10,4,Niecy Nash,Safe,0.005166427648701175,0.010691609532540608,4950,Hard
10,4,Pamela Anderson,Safe,0.11858057397284104,0.047115914944239376,4950,Hard
10,5,Chad Ochocinco,Safe,0.004318571465078814,0.009705031323861446,49177,Hard
10,5,Erin Andrews,Safe,0.02704888206048861,0.02424757564302882,49177,Hard
10,5,Evan Lysacek,Safe,0.2601325071579145,0.06560592746946677,49177,Hard
10,5,Jake Pavelka,Safe,0.042480190184146754,0.03014090911497339,49177,Hard
10,5,Kate Gosselin,Eliminated,0.0006096898931283407,0.0021449074906488086,49177,Hard
10,5,Nicole Scherzinger,Safe,0.6437992463218637,0.07142543437992319,49177,Hard
10,5,Niecy Nash,Safe,0.004401123074657563,0.009837710808807944,49177,Hard
10,5,Pamela Anderson,Safe,0.01720978984271856,0.019461663112843156,49177,Hard
10,6,Chad Ochocinco,Safe,0.04924475522147204,0.03532592887703221,45473,Hard
10,6,Erin Andrews,Safe,0.2376956333966447,0.06957730410284665,45473,Hard
10,6,Evan Lysacek,Safe,0.006096287387519718,0.012714690857521733,45473,Hard
10,6,Jake Pavelka,Eliminated,0.00043114051237100245,0.0012319439780334798,45473,Hard
10,6,Nicole Scherzinger,Safe,0.6732518778954937,0.07667207486052091,45473,Hard
10,6,Niecy Nash,Safe,0.0037529439438025156,0.010068212531908424,45473,Hard
10,6,Pamela Anderson,Safe,0.029527361642704267,0.027673034527948757,45473,Hard
10,7,Chad Ochocinco,Safe,0.048904595550798596,0.040559875538165174,1068,Hard
10,7,Erin Andrews,Safe,0.02190973665298015,0.027558336072055097,1068,Hard
10,7,Evan Lysacek,Safe,0.44397033717152956,0.09592168924279819,1068,Hard
10,7,Nicole Scherzinger,Safe,0.45469908013629123,0.09560591452138452,1068,Hard
10,7,Niecy Nash,Safe,0.028315227795614357,0.02438697543155747,1068,Hard
10,7,Pamela Anderson,Eliminated,0.002201022692785629,0.0038984841300639954,1068,Hard
10,8,Chad Ochocinco,Safe,0.007027908713049384,0.017383258100130545,45920,Hard
10,8,Erin Andrews,Safe,0.10162800113348158,0.062203790250371566,45920,Hard
10,8,Evan Lysacek,Safe,0.10114229757210656,0.062428461074458694,45920,Hard
10,8,Nicole Scherzinger,Safe,0.7894061321122572,0.08437108472689818,45920,Hard
10,8,Niecy Nash,Eliminated,0.0007956604691158602,0.0028170222753269134,45920,Hard
10,9,Chad Ochocinco,Eliminated,0.0018090760430522427,0.007781144794565582,48910,Hard
10,9,Erin Andrews,Safe,0.05999783000932163,0.0660459847486693,48910,Hard
10,9,Evan Lysacek,Safe,0.4691687390405157,0.13757584262049538,48910,Hard
10,9,Nicole Scherzinger,Safe,0.4690243549071048,0.13754212400609508,48910,Hard
11,1,Audrina Patridge,Safe,0.017783940391554863,0.016964716123333827,16573,Hard
11,1,Brandy,Safe,0.213535212653565,0.05268636696361699,16573,Hard
11,1,Bristol Palin,Safe,0.009608450393821032,0.012540414294811984,16573,Hard
11,1,David Hasselhoff,Eliminated,2.624366796011729e-05,0.0002036673544720201,16573,Hard
11,1,Florence Henderson,Safe,0.009654192612076852,0.01265683186637271,16573,Hard
11,1,Jennifer Grey,Safe,0.3965911427425915,0.06258089815873447,16573,Hard
11,1,Kurt Warner,Safe,0.01777527347945416,0.01712093548252126,16573,Hard
11,1,Kyle Massey,Safe,0.21309125846986934,0.052332171356368785,16573,Hard
11,1,Margaret Cho,Safe,0.002294175133724288,0.00615013938413055,16573,Hard
11,1,Michael Bolton,Safe,0.002718868469790131,0.006710510259663231,16573,Hard
11,1,Rick Fox,Safe,0.11478483113604393,0.04110878855981775,16573,Hard
11,1,The Situation,Safe,0.0021364108495466228,0.005724703740547419,16573,Hard
11,2,Audrina Patridge,Safe,0.20254160253200484,0.07066087531386255,49917,Hard
11,2,Brandy,Safe,0.05655205936458118,0.04083574405270102,49917,Hard
11,2,Bristol Palin,Safe,0.10703522320030608,0.05444744464010018,49917,Hard
11,2,Florence Henderson,Safe,0.015749188003523623,0.021845009037341174,49917,Hard
11,2,Jennifer Grey,Safe,0.3811903057796462,0.08544660454119554,49917,Hard
11,2,Kurt Warner,Safe,0.05641050485571109,0.040662384041241624,49917,Hard
11,2,Kyle Massey,Safe,0.10688304331235006,0.054194357294359057,49917,Hard
11,2,Margaret Cho,Safe,0.008421841277078991,0.01595849301547588,49917,Hard
11,2,Michael Bolton,Eliminated,0.0001130064950732512,0.0011656004192647032,49917,Hard
11,2,Rick Fox,Safe,0.056762211862269686,0.040749160200108304,49917,Hard
11,2,The Situation,Safe,0.008341013317457993,0.01606098096449022,49917,Hard
11,3,Audrina Patridge,Safe,0.5517380261590732,0.07708602002373095,47707,Hard
11,3,Brandy,Safe,0.11181692653003562,0.04883418935864064,47707,Hard
11,3,Bristol Palin,Safe,0.0020253869010787616,0.006949855866343002,47707,Hard
11,3,Florence Henderson,Safe,0.004668847417695032,0.010652647102909618,47707,Hard
11,3,Jennifer Grey,Safe,0.11192362026498151,0.04893245994022588,47707,Hard
11,3,Kurt Warner,Safe,0.05025480327972079,0.03394260584106604,47707,Hard
11,3,Kyle Massey,Safe,0.050532201120752386,0.033928619652482325,47707,Hard
11,3,Margaret Cho,Eliminated,0.0001806589486564509,0.0007086747269484561,47707,Hard
11,3,Rick Fox,Safe,0.11220462161649009,0.04875224110997427,47707,Hard
11,3,The Situation,Safe,0.004654907761518326,0.010646342632183687,47707,Hard
11,4,Audrina Patridge,Safe,0.07049207781181697,0.03192331386440178,49025,Hard
11,4,Brandy,Safe,0.11353001145055468,0.03953951435231329,49025,Hard
11,4,Bristol Palin,Safe,0.002454420512791679,0.006183966695578354,49025,Hard
11,4,Florence Henderson,Safe,0.004980059747628567,0.008853395943831152,49025,Hard
11,4,Jennifer Grey,Safe,0.7743014098809641,0.05217369558500125,49025,Hard
11,4,Kurt Warner,Safe,0.003979395308523469,0.007884426431181164,49025,Hard
11,4,Kyle Massey,Safe,0.016637406246019604,0.016033232085316068,49025,Hard
11,4,Rick Fox,Safe,0.013120201653509625,0.014197833759241994,49025,Hard
11,4,The Situation,Eliminated,0.0005050173881974672,0.0016277716843900924,49025,Hard
11,5,Audrina Patridge,Safe,0.034622553896770686,0.030955820737864147,75,Hard
11,5,Brandy,Safe,0.6187973853450691,0.0805854647308522,75,Hard
11,5,Bristol Palin,Safe,0.03542192780721837,0.014870984336359408,75,Hard
11,5,Florence Henderson,Eliminated,0.001470978974481086,0.002613226902610067,75,Hard
11,5,Jennifer Grey,Safe,0.1446627730817571,0.05755068293227741,75,Hard
11,5,Kurt Warner,Safe,0.07200000625681258,0.044152345071542275,75,Hard
11,5,Kyle Massey,Safe,0.02247046509296674,0.01991410216988788,75,Hard
11,5,Rick Fox,Safe,0.07055390954492441,0.04094998504049012,75,Hard
11,6,Audrina Patridge,Eliminated,0.019534345312862696,0.00721709324613528,13,Soft
11,6,Brandy,Safe,0.7325595056006282,0.052712641176140954,13,Soft
11,6,Bristol Palin,Safe,0.051802073946303054,0.01574520823000771,13,Soft
11,6,Jennifer Grey,Safe,0.054505417227686856,0.016492250820396914,13,Soft
11,6,Kurt Warner,Safe,0.0071498534723965675,0.024675861032914675,13,Soft
11,6,Kyle Massey,Safe,0.06621368300097505,0.025028597400688586,13,Soft
11,6,Rick Fox,Safe,0.06823512143914763,0.037362760999832635,13,Soft
11,7,Brandy,Safe,0.43354683969625535,0.09567102836917712,214,Hard
11,7,Bristol Palin,Safe,0.03393122277936291,0.023867494135051782,214,Hard
11,7,Jennifer Grey,Safe,0.4407875273727317,0.09787291493906088,214,Hard
11,7,Kurt Warner,Safe,0.05621771432613933,0.04284200028529857,214,Hard
11,7,Kyle Massey,Safe,0.031211473156365098,0.025579461484654353,214,Hard
11,7,Rick Fox,Eliminated,0.004305222669145718,0.00546574795870347,214,Hard
