season,week,celebrity_name,Judge_Score,Est_Fan_Vote,Place_Rank,Place_Pct,Placement_Diff,is_eliminated_this_week
8,4,Steve-O,15.0,0.0019833646877036,10,10,0,0
8,4,Steve Wozniak,12.0,0.0003139200357622,11,11,0,1
8,5,Gilles Marini,29.0,0.6654873839041741,1,1,0,0
8,5,Lil' Kim,26.0,0.1068964136770964,2,2,0,0
8,5,Shawn Johnson,26.0,0.1068694451593307,3,3,0,0
8,5,Melissa Rycroft,25.0,0.0579470715322962,4,4,0,0
8,5,Chuck Wicks,23.0,0.0157860307270236,5,5,0,0
8,5,Ty Murray,21.0,0.0183539471318423,7,6,1,0
8,5,Lawrence Taylor,20.0,0.0219989055591285,6,7,-1,0
8,5,David Alan Grier,22.0,0.0016020578436386,8,8,0,1
8,5,Steve-O,18.0,0.0050587444654689,9,9,0,0
8,6,Lil' Kim,28.0,0.3985671553563242,1,1,0,0
8,6,Melissa Rycroft,27.0,0.2437471505182062,2,2,0,0
8,6,Gilles Marini,26.0,0.1497243207756247,3,3,0,0
8,6,Shawn Johnson,26.0,0.1492001642034187,4,4,0,0
8,6,Chuck Wicks,23.0,0.0344793455958658,5,5,0,0
8,6,Lawrence Taylor,22.0,0.0209984164331539,6,6,0,0
8,6,Ty Murray,18.0,0.0029892140682137,7,7,0,0
8,6,Steve-O,16.0,0.0002942330491971,8,8,0,1
8,7,Melissa Rycroft,29.0,0.5082274220283611,1,1,0,0
8,7,Shawn Johnson,28.0,0.2293317810025073,2,2,0,0
8,7,Chuck Wicks,27.0,0.1032079319655487,3,3,0,0
8,7,Gilles Marini,27.0,0.1027400468272961,4,4,0,0
8,7,Lil' Kim,26.0,0.0467550378918083,5,5,0,0
8,7,Ty Murray,24.0,0.0094174834917313,6,6,0,0
8,7,Lawrence Taylor,21.0,0.000320296792745,7,7,0,1
8,8,Lil' Kim,28.0,0.5571794970507665,1,1,0,0
8,8,Gilles Marini,27.5,0.2933830038406228,2,2,0,0
8,8,Ty Murray,26.0,0.0511572685842161,3,3,0,0
8,8,Shawn Johnson,26.0,0.0490661616432874,4,4,0,0
8,8,Melissa Rycroft,23.0,0.0445635337876744,5,5,0,0
8,8,Chuck Wicks,25.5,0.0046505350934325,6,6,0,1
8,9,Melissa Rycroft,28.5,0.4112965019314126,1,1,0,0
8,9,Shawn Johnson,28.0,0.2520680958664634,2,2,0,0
8,9,Gilles Marini,28.0,0.2500404301493395,3,3,0,0
8,9,Ty Murray,23.0,0.0748463930731046,4,4,0,0
8,9,Lil' Kim,26.0,0.0117485789796793,5,5,0,1
8,10,Gilles Marini,30.0,0.794698195811399,1,1,0,0
8,10,Shawn Johnson,28.0,0.124413311428518,2,2,0,0
8,10,Melissa Rycroft,27.5,0.078954311192594,3,3,0,0
8,10,Ty Murray,24.0,0.0019341815674906,4,4,0,1
9,1,Joanna Krupa,33.9999,0.3802815110243361,1,1,0,0
9,1,Aaron Carter,31.999899999999997,0.1746914503832184,2,2,0,0
9,1,Kelly Osbourne,30.9998,0.1190320912508243,3,3,0,0
9,1,Mya,30.999899999999997,0.1188670239438924,4,4,0,0
9,1,Donny Osmond,29.999899999999997,0.0805688426557938,5,5,0,0
9,1,Mark Dacascos,28.9998,0.054612560740928,6,6,0,0
9,1,Natalie Coughlin,26.9998,0.0251992434408887,7,7,0,0
9,1,Louie Vito,26.9998,0.0251675797403033,8,8,0,0
9,1,Melissa Joan Hart,24.0,0.0079128545861863,9,9,0,0
9,1,Debi Mazar,22.0,0.0035962807727061,10,10,0,0
9,1,Chuck Liddell,22.0,0.0035875110878025,11,11,0,0
9,1,Kathy Ireland,19.9999,0.0016995788482086,12,12,0,0
9,1,Tom DeLay,19.9999,0.0016995643303983,13,13,0,0
9,1,Michael Irvin,19.0,0.0013998477412662,14,14,0,0
9,1,Macy Gray,18.9999,0.0008464971186041,15,15,0,1
9,1,Ashley Hamiliton,18.9999,0.000837562334642,16,16,0,1
9,2,Aaron Carter,27.0,0.4248831250201611,1,1,0,0
9,2,Mya,27.0,0.4241012747381637,2,2,0,0
9,2,Donny Osmond,25.0,0.1110398940033963,3,3,0,0
9,2,Natalie Coughlin,21.0,0.0075551913443257,4,4,0,0
9,2,Mark Dacascos,21.0,0.0075119178584252,5,5,0,0
9,2,Debi Mazar,21.0,0.0074921565437655,6,6,0,0
9,2,Joanna Krupa,20.0,0.0038289247005673,7,7,0,0
9,2,Michael Irvin,20.0,0.0037722331393593,8,8,0,0
9,2,Louie Vito,19.0,0.0019892473606157,9,9,0,0
9,2,Kelly Osbourne,19.0,0.001987172812491,10,10,0,0
9,2,Chuck Liddell,19.0,0.0019831252046709,11,11,0,0
9,2,Melissa Joan Hart,19.0,0.0019503638764838,12,12,0,0
9,2,Tom DeLay,18.0,0.0017950331838134,13,13,0,0
9,2,Kathy Ireland,18.0,0.0001103402137585,14,14,0,1
9,3,Mya,27.0,0.5333364987598487,1,1,0,0
9,3,Natalie Coughlin,26.0,0.3104702369663076,2,2,0,0
9,3,Joanna Krupa,23.0,0.0622744329885224,3,3,0,0
9,3,Donny Osmond,21.0,0.0212391602430709,4,4,0,0
9,3,Aaron Carter,21.0,0.0207726868866221,5,5,0,0
9,3,Kelly Osbourne,20.0,0.0125701691071729,6,6,0,0
9,3,Louie Vito,20.0,0.0122957018899052,7,7,0,0
9,3,Melissa Joan Hart,19.0,0.0069739954843327,8,8,0,0
9,3,Mark Dacascos,18.0,0.0039923915771138,9,9,0,0
9,3,Chuck Liddell,17.0,0.0026059799520435,11,10,1,0
9,3,Debi Mazar,17.0,0.00227254901793,12,11,1,1
9,3,Michael Irvin,14.0,0.0108863460201449,10,12,-2,0
9,3,Tom DeLay,15.0,0.0003098511069852,13,13,0,1
9,4,Melissa Joan Hart,28.0,0.3351380592929269,1,1,0,0
9,4,Mya,28.0,0.3268131729611813,2,2,0,0
9,4,Joanna Krupa,26.0,0.1388832681850261,3,3,0,0
9,4,Natalie Coughlin,24.0,0.0558718232317725,4,4,0,0
9,4,Donny Osmond,24.0,0.0519583347198254,5,5,0,0
9,4,Kelly Osbourne,23.0,0.0352303679680878,6,6,0,0
9,4,Mark Dacascos,22.0,0.0224360240714414,7,7,0,0
9,4,Louie Vito,16.0,0.0155213795820585,8,8,0,0
9,4,Michael Irvin,16.0,0.0148637082750328,10,9,1,0
9,4,Aaron Carter,18.0,0.0031313207249206,9,10,-1,0
9,4,Chuck Liddell,17.0,0.0001525409877262,11,11,0,1
9,5,Donny Osmond,29.0,0.7509440493344438,1,1,0,0
9,5,Mya,27.0,0.1388735611633107,2,2,0,0
9,5,Mark Dacascos,26.0,0.0595791585458275,3,3,0,0
9,5,Joanna Krupa,24.0,0.0107475838615956,4,4,0,0
9,5,Kelly Osbourne,24.0,0.0106691560755713,5,5,0,0
9,5,Aaron Carter,24.0,0.0100726454178439,6,6,0,0
9,5,Melissa Joan Hart,23.0,0.0045508742077793,8,7,1,0
9,5,Michael Irvin,21.0,0.0113424472604239,7,8,-1,0
9,5,Louie Vito,22.0,0.0030749414958853,9,9,0,0
9,5,Natalie Coughlin,22.0,0.0001455826373173,10,10,0,1
9,6,Joanna Krupa,35.9999,0.5108526371418758,1,1,0,0
9,6,Aaron Carter,32.9998,0.1471496313339918,2,2,0,0
9,6,Mya,33.0,0.1468528166429951,3,3,0,0
9,6,Mark Dacascos,32.0,0.0981630876514969,4,4,0,0
9,6,Donny Osmond,30.999899999999997,0.0630771138747907,5,5,0,0
9,6,Michael Irvin,21.9998,0.0224806899824277,7,6,1,0
9,6,Kelly Osbourne,24.9998,0.0056029250800555,6,7,-1,0
9,6,Melissa Joan Hart,23.9999,0.0029823593993732,8,8,0,1
9,6,Louie Vito,24.0,0.002838738892994,9,9,0,1
9,7,Joanna Krupa,27.5,0.5496330811769758,1,1,0,0
9,7,Aaron Carter,26.5,0.1916479801998799,2,2,0,0
9,7,Donny Osmond,26.0,0.1132176696038303,3,3,0,0
9,7,Kelly Osbourne,26.0,0.1131890750719581,4,4,0,0
9,7,Mya,24.5,0.0232573460254028,5,5,0,0
9,7,Michael Irvin,23.5,0.0081555965755841,6,6,0,1
9,7,Mark Dacascos,21.5,0.0008992513463679,7,7,0,1
9,8,Mya,29.5,0.9674884818575216,1,1,0,0
9,8,Joanna Krupa,26.0,0.0154794341196295,2,2,0,0
9,8,Kelly Osbourne,25.5,0.0087775479863421,3,3,0,0
9,8,Donny Osmond,25.0,0.0075915332583278,4,4,0,0
9,8,Aaron Carter,25.0,0.0006630027781781,5,5,0,1
9,9,Mya,28.9999,0.8473873454425808,1,1,0,0
9,9,Donny Osmond,24.666600000000003,0.0751883262046459,2,2,0,0
9,9,Kelly Osbourne,25.9998,0.0592020692327934,3,3,0,0
9,9,Joanna Krupa,27.0,0.0182222591199797,4,4,0,1
10,2,Nicole Scherzinger,28.0,0.1824108454619784,1,1,0,0
10,2,Evan Lysacek,24.0,0.1131908281353538,2,2,0,0
10,2,Erin Andrews,23.0,0.1038388774687938,3,3,0,0
10,2,Pamela Anderson,22.0,0.0923484912148334,4,4,0,0
10,2,Niecy Nash,21.0,0.0836980574790537,5,5,0,0
10,2,Jake Pavelka,20.0,0.0767059680851118,7,6,1,0
10,2,Aiden Turner,19.0,0.0749037898902801,11,7,4,0
10,2,Chad Ochocinco,16.0,0.0836483585293774,9,8,1,0
10,2,Kate Gosselin,15.0,0.0839332067252045,8,9,-1,0
10,2,Buzz Aldrin,12.0,0.0975052916528005,6,10,-4,0
10,2,Shannen Doherty,20.0,0.0078162853572123,10,11,-1,1
10,3,Evan Lysacek,26.0,0.6097374600760269,1,1,0,0
10,3,Erin Andrews,23.0,0.1153536583163054,2,2,0,0
10,3,Nicole Scherzinger,23.0,0.1152803822473649,3,3,0,0
10,3,Niecy Nash,21.0,0.0381569434564407,4,4,0,0
10,3,Pamela Anderson,21.0,0.0381351072386305,5,5,0,0
10,3,Jake Pavelka,21.0,0.0379276623941696,6,6,0,0
10,3,Chad Ochocinco,20.0,0.0220312253622751,7,7,0,0
10,3,Aiden Turner,20.0,0.0218414308441198,8,8,0,0
10,3,Kate Gosselin,15.0,0.0013766969524404,9,9,0,0
10,3,Buzz Aldrin,13.0,0.0001594331122261,10,10,0,1
10,4,Evan Lysacek,26.0,0.5088146315783676,1,1,0,0
10,4,Nicole Scherzinger,25.0,0.2834255838947506,2,2,0,0
10,4,Pamela Anderson,23.5,0.118580573972841,3,3,0,0
10,4,Chad Ochocinco,22.0,0.0494828655773683,4,4,0,0
10,4,Erin Andrews,19.5,0.0116056234793501,5,5,0,0
10,4,Jake Pavelka,19.0,0.0089964488387752,6,6,0,0
10,4,Niecy Nash,18.0,0.0051664276487011,8,7,1,0
10,4,Kate Gosselin,16.0,0.0135239014565903,7,8,-1,0
10,4,Aiden Turner,16.5,0.0004039435532539,9,9,0,1
10,5,Nicole Scherzinger,29.0,0.6437992463218637,1,1,0,0
10,5,Evan Lysacek,27.0,0.2601325071579145,2,2,0,0
10,5,Jake Pavelka,23.0,0.0424801901841467,3,3,0,0
10,5,Erin Andrews,22.0,0.0270488820604886,4,4,0,0
10,5,Pamela Anderson,21.0,0.0172097898427185,5,5,0,0
10,5,Niecy Nash,18.0,0.0044011230746575,6,6,0,0
10,5,Chad Ochocinco,18.0,0.0043185714650788,7,7,0,0
10,5,Kate Gosselin,15.0,0.0006096898931283,8,8,0,1
10,6,Nicole Scherzinger,35.9999,0.6732518778954937,1,1,0,0
10,6,Erin Andrews,34.0,0.2376956333966447,2,2,0,0
10,6,Chad Ochocinco,30.999899999999997,0.049244755221472,3,3,0,0
10,6,Pamela Anderson,29.9998,0.0295273616427042,4,4,0,0
10,6,Evan Lysacek,27.0,0.0060962873875197,5,5,0,0
10,6,Niecy Nash,25.9998,0.0037529439438025,6,6,0,0
10,6,Jake Pavelka,24.999899999999997,0.000431140512371,7,7,0,1
10,7,Nicole Scherzinger,27.0,0.4546990801362912,1,1,0,0
10,7,Evan Lysacek,27.0,0.4439703371715295,2,2,0,0
10,7,Chad Ochocinco,26.0,0.0489045955507985,3,3,0,0
10,7,Erin Andrews,25.5,0.0219097366529801,4,4,0,0
10,7,Niecy Nash,24.5,0.0283152277956143,5,5,0,0
10,7,Pamela Anderson,25.5,0.0022010226927856,6,6,0,1
10,8,Nicole Scherzinger,29.5,0.7894061321122572,1,1,0,0
10,8,Erin Andrews,26.5,0.1016280011334815,2,2,0,0
10,8,Evan Lysacek,26.5,0.1011422975721065,3,3,0,0
10,8,Chad Ochocinco,22.5,0.0070279087130493,4,4,0,0
10,8,Niecy Nash,21.5,0.0007956604691158,5,5,0,1
10,9,Evan Lysacek,29.5,0.4691687390405157,1,1,0,0
10,9,Nicole Scherzinger,29.5,0.4690243549071048,2,2,0,0
10,9,Erin Andrews,28.0,0.0599978300093216,3,3,0,0
10,9,Chad Ochocinco,26.0,0.0018090760430522,4,4,0,1
11,1,Jennifer Grey,24.0,0.3965911427425915,1,1,0,0
11,1,Brandy,23.0,0.213535212653565,2,2,0,0
11,1,Kyle Massey,23.0,0.2130912584698693,3,3,0,0
11,1,Rick Fox,22.0,0.1147848311360439,4,4,0,0
11,1,Audrina Patridge,19.0,0.0177839403915548,5,5,0,0
11,1,Kurt Warner,19.0,0.0177752734794541,6,6,0,0
11,1,Florence Henderson,18.0,0.0096541926120768,7,7,0,0
11,1,Bristol Palin,18.0,0.009608450393821,8,8,0,0
11,1,Michael Bolton,16.0,0.0027188684697901,9,9,0,0
11,1,Margaret Cho,15.0,0.0022941751337242,10,10,0,0
11,1,The Situation,15.0,0.0021364108495466,11,11,0,0
11,1,David Hasselhoff,15.0,2.624366796011729e-05,12,12,0,1
11,2,Jennifer Grey,24.0,0.3811903057796462,1,1,0,0
11,2,Audrina Patridge,23.0,0.2025416025320048,2,2,0,0
11,2,Bristol Palin,22.0,0.107035223200306,3,3,0,0
11,2,Kyle Massey,22.0,0.10688304331235,4,4,0,0
11,2,Rick Fox,21.0,0.0567622118622696,5,5,0,0
11,2,Brandy,21.0,0.0565520593645811,6,6,0,0
11,2,Kurt Warner,21.0,0.056410504855711,7,7,0,0
11,2,Florence Henderson,19.0,0.0157491880035236,8,8,0,0
11,2,Margaret Cho,18.0,0.0084218412770789,9,9,0,0
11,2,The Situation,18.0,0.0083410133174579,10,10,0,0
11,2,Michael Bolton,12.0,0.0001130064950732,11,11,0,1
11,3,Audrina Patridge,26.0,0.5517380261590732,1,1,0,0
11,3,Rick Fox,24.0,0.11220462161649,2,2,0,0
11,3,Jennifer Grey,24.0,0.1119236202649815,3,3,0,0
11,3,Brandy,24.0,0.1118169265300356,4,4,0,0
11,3,Kyle Massey,23.0,0.0505322011207523,5,5,0,0
11,3,Kurt Warner,23.0,0.0502548032797207,6,6,0,0
11,3,Florence Henderson,20.0,0.004668847417695,7,7,0,0
11,3,The Situation,20.0,0.0046549077615183,8,8,0,0
11,3,Bristol Palin,19.0,0.0020253869010787,9,9,0,0
11,3,Margaret Cho,18.0,0.0001806589486564,10,10,0,1
11,4,Jennifer Grey,28.0,0.7743014098809641,1,1,0,0
11,4,Brandy,24.0,0.1135300114505546,2,2,0,0
11,4,Audrina Patridge,23.0,0.0704920778118169,3,3,0,0
11,4,Kyle Massey,20.0,0.0166374062460196,4,4,0,0
11,4,Rick Fox,19.5,0.0131202016535096,5,5,0,0
11,4,Florence Henderson,17.5,0.0049800597476285,6,6,0,0
11,4,Kurt Warner,17.0,0.0039793953085234,7,7,0,0
11,4,Bristol Palin,16.0,0.0024544205127916,8,8,0,0
11,4,The Situation,14.0,0.0005050173881974,9,9,0,1
11,5,Brandy,27.0,0.6187973853450691,1,1,0,0
11,5,Jennifer Grey,25.0,0.1446627730817571,2,2,0,0
11,5,Kurt Warner,24.0,0.0720000062568125,3,3,0,0
11,5,Rick Fox,24.0,0.0705539095449244,4,4,0,0
11,5,Audrina Patridge,23.0,0.0346225538967706,5,5,0,0
11,5,Bristol Palin,18.0,0.0354219278072183,6,6,0,0
11,5,Kyle Massey,20.0,0.0224704650929667,7,7,0,0
11,5,Florence Henderson,21.0,0.001470978974481,8,8,0,1
11,6,Brandy,35.9999,0.7325595056006282,1,1,0,0
11,6,Rick Fox,30.0,0.0682351214391476,2,2,0,0
11,6,Kyle Massey,29.999899999999997,0.066213683000975,3,3,0,0
11,6,Jennifer Grey,29.0,0.0545054172276868,5,4,1,0
11,6,Bristol Palin,27.9998,0.051802073946303,6,5,1,0
11,6,Audrina Patridge,31.9998,0.0195343453128626,4,6,-2,1
11,6,Kurt Warner,21.9999,0.0071498534723965,7,7,0,0
11,7,Jennifer Grey,36.5,0.4407875273727317,1,1,0,0
11,7,Brandy,36.5,0.4335468396962553,2,2,0,0
11,7,Kurt Warner,35.0,0.0562177143261393,3,3,0,0
11,7,Kyle Massey,33.5,0.031211473156365,5,4,1,0
11,7,Bristol Palin,32.5,0.0339312227793629,4,5,-1,0
11,7,Rick Fox,34.5,0.0043052226691457,6,6,0,1
11,8,Brandy,28.5,0.3676458338578907,1,1,0,0
11,8,Jennifer Grey,28.5,0.3651438033265525,2,2,0,0
11,8,Kyle Massey,28.0,0.2349477199010322,3,3,0,0
11,8,Bristol Palin,23.5,0.0304403991363578,4,4,0,0
11,8,Kurt Warner,24.0,0.0018222437781662,5,5,0,1
11,9,Jennifer Grey,30.0,0.727943347796069,1,1,0,0
11,9,Kyle Massey,29.0,0.1613445874377209,2,2,0,0
11,9,Bristol Palin,26.5,0.08632802599596,3,3,0,0
11,9,Brandy,28.5,0.0243840387702503,4,4,0,1
12,2,Romeo,23.0,0.2987140037623795,1,1,0,0
12,2,Hines Ward,23.0,0.2986047379260509,2,2,0,0
12,2,Chris Jericho,23.0,0.2975506291841505,3,3,0,0
12,2,Ralph Macchio,21.0,0.0557897821093214,4,4,0,0
12,2,Kirstie Alley,20.0,0.0240187091139406,5,5,0,0
12,2,Kendra Wilkinson,19.0,0.0104398481088657,6,6,0,0
12,2,Petra Nemcova,18.0,0.0045411500346649,7,7,0,0
12,2,Chelsea Kane,18.0,0.0045347239494979,8,8,0,0
12,2,Wendy Williams,17.0,0.0028879063669239,9,9,0,0
12,2,Sugar Ray Leonard,17.0,0.0028746331503677,10,10,0,0
12,2,Mike Catherwood,17.0,4.38762938327172e-05,11,11,0,1
12,3,Hines Ward,25.0,0.3718885623948317,1,1,0,0
12,3,Petra Nemcova,25.0,0.3712385769649328,2,2,0,0
12,3,Kendra Wilkinson,23.0,0.0875694637539384,3,3,0,0
12,3,Chelsea Kane,23.0,0.0874918993053885,4,4,0,0
12,3,Ralph Macchio,21.0,0.0207098602511333,5,5,0,0
12,3,Kirstie Alley,21.0,0.0205923550640859,6,6,0,0
12,3,Chris Jericho,21.0,0.0204602918071121,7,7,0,0
12,3,Romeo,20.0,0.0099713892751795,8,8,0,0
12,3,Sugar Ray Leonard,20.0,0.0099112594069995,9,9,0,0
12,3,Wendy Williams,15.0,0.0001663417763987,10,10,0,1
12,4,Chelsea Kane,26.0,0.4671447237295165,1,1,0,0
12,4,Hines Ward,25.0,0.1906502242986078,2,2,0,0
12,4,Ralph Macchio,25.0,0.1905051142236758,3,3,0,0
12,4,Romeo,23.0,0.0342632451564113,4,4,0,0
12,4,Chris Jericho,23.0,0.0341690383633135,5,5,0,0
12,4,Petra Nemcova,23.0,0.0328439019211379,6,6,0,0
12,4,Kirstie Alley,22.0,0.0156287459272546,8,7,1,0
12,4,Kendra Wilkinson,18.0,0.0334992409489226,7,8,-1,0
12,4,Sugar Ray Leonard,21.0,0.00129576543116,9,9,0,1
12,5,Hines Ward,27.0,0.4601776316380593,1,1,0,0
12,5,Chris Jericho,26.0,0.1739733245004911,2,2,0,0
12,5,Romeo,26.0,0.173302351166069,3,3,0,0
12,5,Chelsea Kane,26.0,0.1730001142929059,4,4,0,0
12,5,Kirstie Alley,23.0,0.0091331416921964,5,5,0,0
12,5,Ralph Macchio,22.0,0.0051812737579919,6,6,0,0
12,5,Kendra Wilkinson,22.0,0.0051531334825898,7,7,0,0
12,5,Petra Nemcova,22.0,7.902946969531089e-05,8,8,0,1
12,6,Romeo,28.0,0.3861857873078201,1,1,0,0
12,6,Chelsea Kane,28.0,0.3857885760853816,2,2,0,0
12,6,Hines Ward,27.0,0.1447546440859,3,3,0,0
12,6,Kirstie Alley,26.0,0.0546689162050278,4,4,0,0
12,6,Kendra Wilkinson,25.0,0.0206046797356618,5,5,0,0
12,6,Ralph Macchio,24.0,0.0076806706715711,6,6,0,0
12,6,Chris Jericho,22.0,0.0003167259086367,7,7,0,1
12,7,Hines Ward,33.0,0.4320143903135633,1,1,0,0
12,7,Ralph Macchio,33.0,0.4313106768496644,2,2,0,0
12,7,Chelsea Kane,32.0,0.092740713130582,3,3,0,0
12,7,Romeo,30.0,0.021457448570585,4,4,0,0
12,7,Kirstie Alley,30.0,0.0211899001314437,5,5,0,0
12,7,Kendra Wilkinson,30.5,0.0012868710041613,6,6,0,1
12,8,Chelsea Kane,27.5,0.471736146170888,1,1,0,0
12,8,Hines Ward,27.0,0.2663195565311602,2,2,0,0
12,8,Kirstie Alley,26.5,0.1469060785699516,3,3,0,0
12,8,Ralph Macchio,23.0,0.0920119340404575,4,4,0,0
12,8,Romeo,26.0,0.0230262846875427,5,5,0,1
12,9,Chelsea Kane,36.5,0.9264121870388228,1,1,0,0
12,9,Hines Ward,30.0,0.0557119639265274,2,2,0,0
12,9,Kirstie Alley,27.0,0.0156023729496035,3,3,0,0
12,9,Ralph Macchio,24.0,0.002273476085041,4,4,0,1
13,1,Chynna Phillips,22.0,0.3462399874735133,1,1,0,0
13,1,J.R. Martinez,22.0,0.3458499747068843,2,2,0,0
13,1,Hope Solo,21.0,0.1600899183543917,3,3,0,0
13,1,Ricki Lake,20.0,0.0742831341311458,4,4,0,0
13,1,Kristin Cavallari,19.0,0.0342207622877595,5,5,0,0
13,1,David Arquette,18.0,0.0159595662002254,6,6,0,0
13,1,Carson Kressley,17.0,0.0073906932298745,7,7,0,0
13,1,Chaz Bono,17.0,0.0073606735718057,8,8,0,0
13,1,Nancy Grace,16.0,0.0034375840270736,9,9,0,0
13,1,Rob Kardashian,16.0,0.0033706830296277,10,10,0,0
13,1,Elisabetta Canalis,15.0,0.0016105046402389,11,11,0,0
13,1,Metta World Peace (Ron),14.0,0.0001865183474654,12,12,0,1
13,2,Ricki Lake,23.0,0.1563730695483232,1,1,0,0
13,2,J.R. Martinez,22.0,0.1227690988119064,2,2,0,0
13,2,Kristin Cavallari,22.0,0.1154877231853948,3,3,0,0
13,2,Chynna Phillips,21.0,0.0970423686973522,4,4,0,0
13,2,Rob Kardashian,21.0,0.0958551723798097,5,5,0,0
13,2,Nancy Grace,21.0,0.094741816988191,6,6,0,0
13,2,Hope Solo,19.0,0.0784546630681056,7,7,0,0
13,2,Carson Kressley,18.0,0.0776894532682256,9,8,1,0
13,2,David Arquette,18.0,0.07446274134303,11,9,2,0
13,2,Chaz Bono,17.0,0.0782667456608897,10,10,0,0
13,2,Elisabetta Canalis,21.0,0.0088571470487714,8,11,-3,1
13,3,Ricki Lake,27.0,0.418760599854401,1,1,0,0
13,3,J.R. Martinez,26.0,0.191747213012287,2,2,0,0
13,3,Chynna Phillips,26.0,0.1899710574186233,3,3,0,0
13,3,David Arquette,24.0,0.0420765662744574,4,4,0,0
13,3,Hope Solo,24.0,0.0417011976609911,5,5,0,0
13,3,Rob Kardashian,24.0,0.0402797144725729,6,6,0,0
13,3,Carson Kressley,23.0,0.0337291052675999,9,7,2,0
13,3,Nancy Grace,21.0,0.0346179697546226,8,8,0,0
13,3,Kristin Cavallari,24.0,0.0054290055099957,7,9,-2,1
13,3,Chaz Bono,18.0,0.0016875707744484,10,10,0,0
13,4,Ricki Lake,29.0,0.8343191982213584,1,1,0,0
13,4,J.R. Martinez,26.0,0.0930024677128537,2,2,0,0
13,4,Hope Solo,24.0,0.0215146987523585,3,3,0,0
13,4,Rob Kardashian,24.0,0.0214250852605944,4,4,0,0
13,4,David Arquette,23.0,0.0105599390892344,5,5,0,0
13,4,Carson Kressley,20.0,0.0121626445556254,7,6,1,0
13,4,Chaz Bono,21.0,0.0035610170915691,6,7,-1,0
13,4,Nancy Grace,21.0,0.0033340085790432,8,8,0,0
13,4,Chynna Phillips,21.0,0.0001209407373622,9,9,0,1
13,5,J.R. Martinez,28.0,0.7660310172528466,1,1,0,0
13,5,Rob Kardashian,25.0,0.0760073715604203,2,2,0,0
13,5,David Arquette,25.0,0.0757935927106939,3,3,0,0
13,5,Hope Solo,24.0,0.0355560069771697,4,4,0,0
13,5,Ricki Lake,24.0,0.0351789857850991,5,5,0,0
13,5,Nancy Grace,22.0,0.0075459451507593,6,6,0,0
13,5,Chaz Bono,21.0,0.0035981197465182,7,7,0,0
13,5,Carson Kressley,19.0,0.0002889608164883,8,8,0,1
13,6,Ricki Lake,29.0,0.4681519601334231,1,1,0,0
13,6,J.R. Martinez,29.0,0.4679984750231047,2,2,0,0
13,6,Nancy Grace,24.0,0.0311072264153186,3,3,0,0
13,6,David Arquette,23.0,0.0179685378542052,4,4,0,0
13,6,Rob Kardashian,22.0,0.0105265610211001,5,5,0,0
13,6,Hope Solo,20.0,0.0037246907380047,6,6,0,0
13,6,Chaz Bono,19.0,0.0005225488148455,7,7,0,1
13,7,Ricki Lake,26.5,0.6837247324559311,1,1,0,0
13,7,Rob Kardashian,25.5,0.1723291134543433,2,2,0,0
13,7,Hope Solo,25.0,0.0854001362372558,3,3,0,0
13,7,J.R. Martinez,24.0,0.0226215944681122,4,4,0,0
13,7,Nancy Grace,22.0,0.033799177144002,5,5,0,0
13,7,David Arquette,23.5,0.0021252462403556,6,6,0,1
13,8,J.R. Martinez,30.0,0.8959554992158895,1,1,0,0
13,8,Hope Solo,26.0,0.0385452232672549,2,2,0,0
13,8,Ricki Lake,26.0,0.0383122173561031,3,3,0,0
13,8,Rob Kardashian,25.5,0.0260843720459407,4,4,0,0
13,8,Nancy Grace,22.0,0.0011026881147959,5,5,0,1
13,9,Ricki Lake,33.4999,0.6160193867122706,1,1,0,0
13,9,Rob Kardashian,32.4998,0.3522924255090824,2,2,0,0
13,9,J.R. Martinez,28.0,0.0295892289828116,3,3,0,0
13,9,Hope Solo,24.4998,0.0020989587958365,4,4,0,1
14,2,Roshon Fegan,26.0,0.2894411341938162,1,1,0,0
14,2,Katherine Jenkins,26.0,0.2889949665781187,2,2,0,0
14,2,Maria Menounos,25.0,0.1410227186439119,3,3,0,0
14,2,William Levy,25.0,0.1404445971915237,4,4,0,0
14,2,Donald Driver,24.0,0.0685356919588782,5,5,0,0
14,2,Sherri Sheperd,23.0,0.0334354255465448,6,6,0,0
14,2,Jaleel White,22.0,0.0162816825901972,7,7,0,0
14,2,Gavin DeGraw,21.0,0.0080490454320396,8,8,0,0
14,2,Jack Wagner,21.0,0.0078883360382899,9,9,0,0
14,2,Melissa Gilbert,20.0,0.0038748386300801,10,10,0,0
14,2,Gladys Knight,19.0,0.0018898912487531,11,11,0,0
14,2,Martina Navratilova,17.0,0.0001416719478493,12,12,0,1
14,3,Katherine Jenkins,29.0,0.6767623712053343,1,1,0,0
14,3,William Levy,28.0,0.2122559665438936,2,2,0,0
14,3,Maria Menounos,27.0,0.0665614126264355,3,3,0,0
14,3,Donald Driver,26.0,0.0208959616009966,4,4,0,0
14,3,Roshon Fegan,25.0,0.0066706594395345,5,5,0,0
14,3,Jaleel White,25.0,0.0064442124735796,6,6,0,0
14,3,Melissa Gilbert,24.0,0.0026793176698729,7,7,0,0
14,3,Gavin DeGraw,24.0,0.0025966524176488,8,8,0,0
14,3,Gladys Knight,24.0,0.0025649805403061,9,9,0,0
14,3,Sherri Sheperd,24.0,0.0025433586029522,10,10,0,0
