season,celebrity_name,week,judge_total_raw,judge_count,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,is_week_scheduled,alive,last_alive_week,season_max_scheduled_week,is_eliminated_this_week,eliminated,is_elimination_week,is_non_elimination_week,judge_total_model
11,David Hasselhoff,5,0.0,3,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,True,0,1,10,0,Florence Henderson,1,0,
11,Florence Henderson,5,21.0,3,Corky Ballas,Actor/Actress,Indiana,United States,76,Eliminated Week 5,8,True,1,5,10,1,Florence Henderson,1,0,21.0
11,Jennifer Grey,5,25.0,3,Derek Hough,Actor/Actress,New York,United States,50,1st Place,1,True,1,10,10,0,Florence Henderson,1,0,25.0
11,Kurt Warner,5,24.0,3,Anna Trebunskaya,Athlete,Iowa,United States,39,Eliminated Week 8,5,True,1,8,10,0,Florence Henderson,1,0,24.0
11,Kyle Massey,5,20.0,3,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,2nd Place,2,True,1,10,10,0,Florence Henderson,1,0,20.0
11,Margaret Cho,5,0.0,3,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,True,0,3,10,0,Florence Henderson,1,0,
11,Michael Bolton,5,0.0,3,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,Eliminated Week 2,11,True,0,2,10,0,Florence Henderson,1,0,
11,Rick Fox,5,24.0,3,Cheryl Burke,Athlete,,Canada,41,Eliminated Week 7,6,True,1,7,10,0,Florence Henderson,1,0,24.0
11,The Situation,5,0.0,3,Karina Smirnoff,TV Personality,New York,United States,28,Eliminated Week 4,9,True,0,4,10,0,Florence Henderson,1,0,
11,Audrina Patridge,6,31.9998,3,Tony Dovolani,TV Personality,California,United States,25,Eliminated Week 6,7,True,1,6,10,1,Audrina Patridge,1,0,31.9998
11,Brandy,6,35.9999,3,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,Eliminated Week 9,4,True,1,9,10,0,Audrina Patridge,1,0,35.9999
11,Bristol Palin,6,27.9998,3,Mark Ballas,TV Personality,Alaska,United States,19,3rd Place,3,True,1,10,10,0,Audrina Patridge,1,0,27.9998
11,David Hasselhoff,6,0.0,3,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,True,0,1,10,0,Audrina Patridge,1,0,
11,Florence Henderson,6,0.0,3,Corky Ballas,Actor/Actress,Indiana,United States,76,Eliminated Week 5,8,True,0,5,10,0,Audrina Patridge,1,0,
11,Jennifer Grey,6,29.0,3,Derek Hough,Actor/Actress,New York,United States,50,1st Place,1,True,1,10,10,0,Audrina Patridge,1,0,29.0
11,Kurt Warner,6,21.9999,3,Anna Trebunskaya,Athlete,Iowa,United States,39,Eliminated Week 8,5,True,1,8,10,0,Audrina Patridge,1,0,21.9999
11,Kyle Massey,6,29.999899999999997,3,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,2nd Place,2,True,1,10,10,0,Audrina Patridge,1,0,29.999899999999997
11,Margaret Cho,6,0.0,3,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,True,0,3,10,0,Audrina Patridge,1,0,
11,Michael Bolton,6,0.0,3,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,Eliminated Week 2,11,True,0,2,10,0,Audrina Patridge,1,0,
11,Rick Fox,6,30.0,3,Cheryl Burke,Athlete,,Canada,41,Eliminated Week 7,6,True,1,7,10,0,Audrina Patridge,1,0,30.0
11,The Situation,6,0.0,3,Karina Smirnoff,TV Personality,New York,United States,28,Eliminated Week 4,9,True,0,4,10,0,Audrina Patridge,1,0,
11,Audrina Patridge,7,0.0,4,Tony Dovolani,TV Personality,California,United States,25,Eliminated Week 6,7,True,0,6,10,0,Rick Fox,1,0,
11,Brandy,7,36.5,4,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,Eliminated Week 9,4,True,1,9,10,0,Rick Fox,1,0,36.5
11,Bristol Palin,7,32.5,4,Mark Ballas,TV Personality,Alaska,United States,19,3rd Place,3,True,1,10,10,0,Rick Fox,1,0,32.5
11,David Hasselhoff,7,0.0,4,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,True,0,1,10,0,Rick Fox,1,0,
11,Florence Henderson,7,0.0,4,Corky Ballas,Actor/Actress,Indiana,United States,76,Eliminated Week 5,8,True,0,5,10,0,Rick Fox,1,0,
11,Jennifer Grey,7,36.5,4,Derek Hough,Actor/Actress,New York,United States,50,1st Place,1,True,1,10,10,0,Rick Fox,1,0,36.5
11,Kurt Warner,7,35.0,4,Anna Trebunskaya,Athlete,Iowa,United States,39,Eliminated Week 8,5,True,1,8,10,0,Rick Fox,1,0,35.0
11,Kyle Massey,7,33.5,4,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,2nd Place,2,True,1,10,10,0,Rick Fox,1,0,33.5
11,Margaret Cho,7,0.0,4,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,True,0,3,10,0,Rick Fox,1,0,
11,Michael Bolton,7,0.0,4,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,Eliminated Week 2,11,True,0,2,10,0,Rick Fox,1,0,
11,Rick Fox,7,34.5,4,Cheryl Burke,Athlete,,Canada,41,Eliminated Week 7,6,True,1,7,10,1,Rick Fox,1,0,34.5
11,The Situation,7,0.0,4,Karina Smirnoff,TV Personality,New York,United States,28,Eliminated Week 4,9,True,0,4,10,0,Rick Fox,1,0,
11,Audrina Patridge,8,0.0,3,Tony Dovolani,TV Personality,California,United States,25,Eliminated Week 6,7,True,0,6,10,0,Kurt Warner,1,0,
11,Brandy,8,28.5,3,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,Eliminated Week 9,4,True,1,9,10,0,Kurt Warner,1,0,28.5
11,Bristol Palin,8,23.5,3,Mark Ballas,TV Personality,Alaska,United States,19,3rd Place,3,True,1,10,10,0,Kurt Warner,1,0,23.5
11,David Hasselhoff,8,0.0,3,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,True,0,1,10,0,Kurt Warner,1,0,
11,Florence Henderson,8,0.0,3,Corky Ballas,Actor/Actress,Indiana,United States,76,Eliminated Week 5,8,True,0,5,10,0,Kurt Warner,1,0,
11,Jennifer Grey,8,28.5,3,Derek Hough,Actor/Actress,New York,United States,50,1st Place,1,True,1,10,10,0,Kurt Warner,1,0,28.5
11,Kurt Warner,8,24.0,3,Anna Trebunskaya,Athlete,Iowa,United States,39,Eliminated Week 8,5,True,1,8,10,1,Kurt Warner,1,0,24.0
11,Kyle Massey,8,28.0,3,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,2nd Place,2,True,1,10,10,0,Kurt Warner,1,0,28.0
11,Margaret Cho,8,0.0,3,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,True,0,3,10,0,Kurt Warner,1,0,
11,Michael Bolton,8,0.0,3,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,Eliminated Week 2,11,True,0,2,10,0,Kurt Warner,1,0,
11,Rick Fox,8,0.0,3,Cheryl Burke,Athlete,,Canada,41,Eliminated Week 7,6,True,0,7,10,0,Kurt Warner,1,0,
11,The Situation,8,0.0,3,Karina Smirnoff,TV Personality,New York,United States,28,Eliminated Week 4,9,True,0,4,10,0,Kurt Warner,1,0,
11,Audrina Patridge,9,0.0,3,Tony Dovolani,TV Personality,California,United States,25,Eliminated Week 6,7,True,0,6,10,0,Brandy,1,0,
11,Brandy,9,28.5,3,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,Eliminated Week 9,4,True,1,9,10,1,Brandy,1,0,28.5
11,Bristol Palin,9,26.5,3,Mark Ballas,TV Personality,Alaska,United States,19,3rd Place,3,True,1,10,10,0,Brandy,1,0,26.5
11,David Hasselhoff,9,0.0,3,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,True,0,1,10,0,Brandy,1,0,
11,Florence Henderson,9,0.0,3,Corky Ballas,Actor/Actress,Indiana,United States,76,Eliminated Week 5,8,True,0,5,10,0,Brandy,1,0,
11,Jennifer Grey,9,30.0,3,Derek Hough,Actor/Actress,New York,United States,50,1st Place,1,True,1,10,10,0,Brandy,1,0,30.0
11,Kurt Warner,9,0.0,3,Anna Trebunskaya,Athlete,Iowa,United States,39,Eliminated Week 8,5,True,0,8,10,0,Brandy,1,0,
11,Kyle Massey,9,29.0,3,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,2nd Place,2,True,1,10,10,0,Brandy,1,0,29.0
11,Margaret Cho,9,0.0,3,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,True,0,3,10,0,Brandy,1,0,
11,Michael Bolton,9,0.0,3,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,Eliminated Week 2,11,True,0,2,10,0,Brandy,1,0,
11,Rick Fox,9,0.0,3,Cheryl Burke,Athlete,,Canada,41,Eliminated Week 7,6,True,0,7,10,0,Brandy,1,0,
11,The Situation,9,0.0,3,Karina Smirnoff,TV Personality,New York,United States,28,Eliminated Week 4,9,True,0,4,10,0,Brandy,1,0,
11,Audrina Patridge,10,0.0,3,Tony Dovolani,TV Personality,California,United States,25,Eliminated Week 6,7,True,0,6,10,0,,0,1,
11,Brandy,10,0.0,3,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,Eliminated Week 9,4,True,0,9,10,0,,0,1,
11,Bristol Palin,10,25.666600000000003,3,Mark Ballas,TV Personality,Alaska,United States,19,3rd Place,3,True,1,10,10,0,,0,1,25.666600000000003
11,David Hasselhoff,10,0.0,3,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,True,0,1,10,0,,0,1,
11,Florence Henderson,10,0.0,3,Corky Ballas,Actor/Actress,Indiana,United States,76,Eliminated Week 5,8,True,0,5,10,0,,0,1,
11,Jennifer Grey,10,30.0,3,Derek Hough,Actor/Actress,New York,United States,50,1st Place,1,True,1,10,10,0,,0,1,30.0
11,Kurt Warner,10,0.0,3,Anna Trebunskaya,Athlete,Iowa,United States,39,Eliminated Week 8,5,True,0,8,10,0,,0,1,
11,Kyle Massey,10,27.333199999999998,3,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,2nd Place,2,True,1,10,10,0,,0,1,27.333199999999998
11,Margaret Cho,10,0.0,3,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,True,0,3,10,0,,0,1,
11,Michael Bolton,10,0.0,3,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,Eliminated Week 2,11,True,0,2,10,0,,0,1,
11,Rick Fox,10,0.0,3,Cheryl Burke,Athlete,,Canada,41,Eliminated Week 7,6,True,0,7,10,0,,0,1,
11,The Situation,10,0.0,3,Karina Smirnoff,TV Personality,New York,United States,28,Eliminated Week 4,9,True,0,4,10,0,,0,1,
11,Audrina Patridge,11,,0,Tony Dovolani,TV Personality,California,United States,25,Eliminated Week 6,7,False,0,6,10,0,,0,0,
11,Brandy,11,,0,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,Eliminated Week 9,4,False,0,9,10,0,,0,0,
11,Bristol Palin,11,,0,Mark Ballas,TV Personality,Alaska,United States,19,3rd Place,3,False,0,10,10,0,,0,0,
11,David Hasselhoff,11,,0,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,False,0,1,10,0,,0,0,
11,Florence Henderson,11,,0,Corky Ballas,Actor/Actress,Indiana,United States,76,Eliminated Week 5,8,False,0,5,10,0,,0,0,
11,Jennifer Grey,11,,0,Derek Hough,Actor/Actress,New York,United States,50,1st Place,1,False,0,10,10,0,,0,0,
11,Kurt Warner,11,,0,Anna Trebunskaya,Athlete,Iowa,United States,39,Eliminated Week 8,5,False,0,8,10,0,,0,0,
11,Kyle Massey,11,,0,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,2nd Place,2,False,0,10,10,0,,0,0,
11,Margaret Cho,11,,0,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,False,0,3,10,0,,0,0,
11,Michael Bolton,11,,0,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,Eliminated Week 2,11,False,0,2,10,0,,0,0,
11,Rick Fox,11,,0,Cheryl Burke,Athlete,,Canada,41,Eliminated Week 7,6,False,0,7,10,0,,0,0,
11,The Situation,11,,0,Karina Smirnoff,TV Personality,New York,United States,28,Eliminated Week 4,9,False,0,4,10,0,,0,0,
12,Chelsea Kane,1,21.0,3,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,True,1,10,10,0,,0,1,21.0
12,Chris Jericho,1,19.0,3,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,True,1,6,10,0,,0,1,19.0
12,Hines Ward,1,21.0,3,Kym Johnson,Athlete,,South Korea,35,1st Place,1,True,1,10,10,0,,0,1,21.0
12,Kendra Wilkinson,1,18.0,3,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,True,1,7,10,0,,0,1,18.0
12,Kirstie Alley,1,23.0,3,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,True,1,10,10,0,,0,1,23.0
12,Mike Catherwood,1,13.0,3,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,True,1,2,10,0,,0,1,13.0
12,Petra Nemcova,1,18.0,3,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,True,1,5,10,0,,0,1,18.0
12,Ralph Macchio,1,24.0,3,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,True,1,9,10,0,,0,1,24.0
12,Romeo,1,19.0,3,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,True,1,8,10,0,,0,1,19.0
12,Sugar Ray Leonard,1,17.0,3,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,True,1,4,10,0,,0,1,17.0
12,Wendy Williams,1,14.0,3,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,True,1,3,10,0,,0,1,14.0
12,Chelsea Kane,2,18.0,3,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,True,1,10,10,0,Mike Catherwood,1,0,18.0
12,Chris Jericho,2,23.0,3,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,True,1,6,10,0,Mike Catherwood,1,0,23.0
12,Hines Ward,2,23.0,3,Kym Johnson,Athlete,,South Korea,35,1st Place,1,True,1,10,10,0,Mike Catherwood,1,0,23.0
12,Kendra Wilkinson,2,19.0,3,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,True,1,7,10,0,Mike Catherwood,1,0,19.0
12,Kirstie Alley,2,20.0,3,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,True,1,10,10,0,Mike Catherwood,1,0,20.0
12,Mike Catherwood,2,17.0,3,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,True,1,2,10,1,Mike Catherwood,1,0,17.0
12,Petra Nemcova,2,18.0,3,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,True,1,5,10,0,Mike Catherwood,1,0,18.0
12,Ralph Macchio,2,21.0,3,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,True,1,9,10,0,Mike Catherwood,1,0,21.0
12,Romeo,2,23.0,3,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,True,1,8,10,0,Mike Catherwood,1,0,23.0
12,Sugar Ray Leonard,2,17.0,3,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,True,1,4,10,0,Mike Catherwood,1,0,17.0
12,Wendy Williams,2,17.0,3,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,True,1,3,10,0,Mike Catherwood,1,0,17.0
12,Chelsea Kane,3,23.0,3,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,True,1,10,10,0,Wendy Williams,1,0,23.0
12,Chris Jericho,3,21.0,3,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,True,1,6,10,0,Wendy Williams,1,0,21.0
12,Hines Ward,3,25.0,3,Kym Johnson,Athlete,,South Korea,35,1st Place,1,True,1,10,10,0,Wendy Williams,1,0,25.0
12,Kendra Wilkinson,3,23.0,3,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,True,1,7,10,0,Wendy Williams,1,0,23.0
12,Kirstie Alley,3,21.0,3,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,True,1,10,10,0,Wendy Williams,1,0,21.0
12,Mike Catherwood,3,0.0,3,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,True,0,2,10,0,Wendy Williams,1,0,
12,Petra Nemcova,3,25.0,3,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,True,1,5,10,0,Wendy Williams,1,0,25.0
12,Ralph Macchio,3,21.0,3,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,True,1,9,10,0,Wendy Williams,1,0,21.0
12,Romeo,3,20.0,3,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,True,1,8,10,0,Wendy Williams,1,0,20.0
12,Sugar Ray Leonard,3,20.0,3,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,True,1,4,10,0,Wendy Williams,1,0,20.0
12,Wendy Williams,3,15.0,3,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,True,1,3,10,1,Wendy Williams,1,0,15.0
12,Chelsea Kane,4,26.0,3,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,True,1,10,10,0,Sugar Ray Leonard,1,0,26.0
12,Chris Jericho,4,23.0,3,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,True,1,6,10,0,Sugar Ray Leonard,1,0,23.0
12,Hines Ward,4,25.0,3,Kym Johnson,Athlete,,South Korea,35,1st Place,1,True,1,10,10,0,Sugar Ray Leonard,1,0,25.0
12,Kendra Wilkinson,4,18.0,3,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,True,1,7,10,0,Sugar Ray Leonard,1,0,18.0
12,Kirstie Alley,4,22.0,3,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,True,1,10,10,0,Sugar Ray Leonard,1,0,22.0
12,Mike Catherwood,4,0.0,3,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,True,0,2,10,0,Sugar Ray Leonard,1,0,
12,Petra Nemcova,4,23.0,3,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,True,1,5,10,0,Sugar Ray Leonard,1,0,23.0
12,Ralph Macchio,4,25.0,3,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,True,1,9,10,0,Sugar Ray Leonard,1,0,25.0
12,Romeo,4,23.0,3,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,True,1,8,10,0,Sugar Ray Leonard,1,0,23.0
12,Sugar Ray Leonard,4,21.0,3,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,True,1,4,10,1,Sugar Ray Leonard,1,0,21.0
12,Wendy Williams,4,0.0,3,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,True,0,3,10,0,Sugar Ray Leonard,1,0,
12,Chelsea Kane,5,26.0,3,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,True,1,10,10,0,Petra Nemcova,1,0,26.0
12,Chris Jericho,5,26.0,3,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,True,1,6,10,0,Petra Nemcova,1,0,26.0
12,Hines Ward,5,27.0,3,Kym Johnson,Athlete,,South Korea,35,1st Place,1,True,1,10,10,0,Petra Nemcova,1,0,27.0
12,Kendra Wilkinson,5,22.0,3,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,True,1,7,10,0,Petra Nemcova,1,0,22.0
12,Kirstie Alley,5,23.0,3,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,True,1,10,10,0,Petra Nemcova,1,0,23.0
12,Mike Catherwood,5,0.0,3,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,True,0,2,10,0,Petra Nemcova,1,0,
12,Petra Nemcova,5,22.0,3,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,True,1,5,10,1,Petra Nemcova,1,0,22.0
12,Ralph Macchio,5,22.0,3,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,True,1,9,10,0,Petra Nemcova,1,0,22.0
12,Romeo,5,26.0,3,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,True,1,8,10,0,Petra Nemcova,1,0,26.0
12,Sugar Ray Leonard,5,0.0,3,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,True,0,4,10,0,Petra Nemcova,1,0,
12,Wendy Williams,5,0.0,3,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,True,0,3,10,0,Petra Nemcova,1,0,
12,Chelsea Kane,6,28.0,3,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,True,1,10,10,0,Chris Jericho,1,0,28.0
12,Chris Jericho,6,22.0,3,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,True,1,6,10,1,Chris Jericho,1,0,22.0
12,Hines Ward,6,27.0,3,Kym Johnson,Athlete,,South Korea,35,1st Place,1,True,1,10,10,0,Chris Jericho,1,0,27.0
12,Kendra Wilkinson,6,25.0,3,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,True,1,7,10,0,Chris Jericho,1,0,25.0
12,Kirstie Alley,6,26.0,3,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,True,1,10,10,0,Chris Jericho,1,0,26.0
12,Mike Catherwood,6,0.0,3,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,True,0,2,10,0,Chris Jericho,1,0,
12,Petra Nemcova,6,0.0,3,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,True,0,5,10,0,Chris Jericho,1,0,
12,Ralph Macchio,6,24.0,3,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,True,1,9,10,0,Chris Jericho,1,0,24.0
12,Romeo,6,28.0,3,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,True,1,8,10,0,Chris Jericho,1,0,28.0
12,Sugar Ray Leonard,6,0.0,3,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,True,0,4,10,0,Chris Jericho,1,0,
12,Wendy Williams,6,0.0,3,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,True,0,3,10,0,Chris Jericho,1,0,
12,Chelsea Kane,7,32.0,4,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,True,1,10,10,0,Kendra Wilkinson,1,0,32.0
12,Chris Jericho,7,0.0,4,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,True,0,6,10,0,Kendra Wilkinson,1,0,
12,Hines Ward,7,33.0,4,Kym Johnson,Athlete,,South Korea,35,1st Place,1,True,1,10,10,0,Kendra Wilkinson,1,0,33.0
12,Kendra Wilkinson,7,30.5,4,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,True,1,7,10,1,Kendra Wilkinson,1,0,30.5
12,Kirstie Alley,7,30.0,4,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,True,1,10,10,0,Kendra Wilkinson,1,0,30.0
12,Mike Catherwood,7,0.0,4,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,True,0,2,10,0,Kendra Wilkinson,1,0,
12,Petra Nemcova,7,0.0,4,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,True,0,5,10,0,Kendra Wilkinson,1,0,
12,Ralph Macchio,7,33.0,4,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,True,1,9,10,0,Kendra Wilkinson,1,0,33.0
12,Romeo,7,30.0,4,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,True,1,8,10,0,Kendra Wilkinson,1,0,30.0
12,Sugar Ray Leonard,7,0.0,4,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,True,0,4,10,0,Kendra Wilkinson,1,0,
12,Wendy Williams,7,0.0,4,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,True,0,3,10,0,Kendra Wilkinson,1,0,
12,Chelsea Kane,8,27.5,3,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,True,1,10,10,0,Romeo,1,0,27.5
12,Chris Jericho,8,0.0,3,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,True,0,6,10,0,Romeo,1,0,
12,Hines Ward,8,27.0,3,Kym Johnson,Athlete,,South Korea,35,1st Place,1,True,1,10,10,0,Romeo,1,0,27.0
12,Kendra Wilkinson,8,0.0,3,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,True,0,7,10,0,Romeo,1,0,
12,Kirstie Alley,8,26.5,3,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,True,1,10,10,0,Romeo,1,0,26.5
12,Mike Catherwood,8,0.0,3,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,True,0,2,10,0,Romeo,1,0,
12,Petra Nemcova,8,0.0,3,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,True,0,5,10,0,Romeo,1,0,
12,Ralph Macchio,8,23.0,3,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,True,1,9,10,0,Romeo,1,0,23.0
12,Romeo,8,26.0,3,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,True,1,8,10,1,Romeo,1,0,26.0
12,Sugar Ray Leonard,8,0.0,3,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,True,0,4,10,0,Romeo,1,0,
12,Wendy Williams,8,0.0,3,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,True,0,3,10,0,Romeo,1,0,
12,Chelsea Kane,9,36.5,3,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,True,1,10,10,0,Ralph Macchio,1,0,36.5
12,Chris Jericho,9,0.0,3,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,True,0,6,10,0,Ralph Macchio,1,0,
12,Hines Ward,9,30.0,3,Kym Johnson,Athlete,,South Korea,35,1st Place,1,True,1,10,10,0,Ralph Macchio,1,0,30.0
12,Kendra Wilkinson,9,0.0,3,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,True,0,7,10,0,Ralph Macchio,1,0,
12,Kirstie Alley,9,27.0,3,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,True,1,10,10,0,Ralph Macchio,1,0,27.0
12,Mike Catherwood,9,0.0,3,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,True,0,2,10,0,Ralph Macchio,1,0,
12,Petra Nemcova,9,0.0,3,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,True,0,5,10,0,Ralph Macchio,1,0,
12,Ralph Macchio,9,24.0,3,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,True,1,9,10,1,Ralph Macchio,1,0,24.0
